years_in_field,years_in_role,job_title_open,job_category_select,org-type_select,team-size,org-size_bucket,org-uxr-maturity_bucket,desc-of-work_open,reops-member_bucket,org-skill-ladder_bucket,org-reops-supt_bucket,work-towards-goal_bucket,goal-desc_open,goal-desc_tags,craft-important_1,craft-important_2,craft-important_3,craft-desired_1,craft-desired_2,craft-desired_3,craft-write-in_open,h1_biz-strategy_rating,h2_delivery-disciplines_rating,h3_org-diplomacy_rating,h4_service-conceptual_rating,h5_stakeholder-mgmt-comms_rating,h6_project-mgmt_rating,h7_research-process-mgmt_rating,h8_reops-prowess_rating,h9_technical-research-skills_rating,h10_persuation-articulation_rating,h11_interpersonal-relationships_rating,h12_prof-relationships_rating,h13_mindful-work-reflection_rating,biggest-challenge_open,biggest-challenge_tags,explore-excited_open,explore-excited_tags,one-next-step_open,one-next-step_tags,optional-other_open
2.5,2.5,UX Researcher and Program Manager,researcher,Agency,5,21–50,Mature,"helf ux researcher, half program manager",On Waitlist,Yes,Yes,Yes,"both grow my technical skills and management skills to become a ""payer-coach lead focus""","methods practice/skills,lead/manager role",501,302,601,610,408,602,,4,3,4,5,3,3,4,5,5,5,5,3,2,"trying new tools and  methods in my project. As I am doing agency project, I don't always have time to explore new methods","methods practice/skills,time",mixed methods: mixing qual and quant. Then I feel more comfy and legitimate to coach,"mixed methods,training/supporting",grow quant skills,quantitative methods,
3.5,3,service designer director,designer,Agency,0,11–20,Mature,design process research,No,No,Yes,No,,,501,401,605,301,302,303,,4,4,5,4,3,5,5,4,4,5,5,5,5,staying focus while exploring,rigour/standards,"new methodologies, I am excited about project with people who can teach me new things","methods practice/skills,learning/mentors ",involve in research project,"project management/ownership,method practice/skills",I wonder about the best way to choose research
2,1.5,UX Consultant,designer,Public sector,1,"501–1,000",Early,"Gathering analytics, creating surveys, analysing findings and sharing insights, strategy, communicating importance of UX and product development team, advising on digital products",No,Yes,No,Yes,Gaining more experience in qualitative research such as user interviews and persona development. Also convincing management of the importance and need for qual research in the organisation,"Evangelize research,generative/expl research,learning/mentors,methods practice/skills",604,609,403,103,305,502,,4,4,4,3,2,2,1,1,2,2,3,2,2,"To be able to get the backing and resources from upper management to conduct meaningful and rigorous research, especially if this research involves considerable time.","trust/buy-in,time,budget",Gaining more experience in qualitative techniques and being able to conduct research throughout a project from start right through to after development,"qualitative methods,project management/ownership",Look for work that provided these opportunities,new job/role,
1.5,1.5,Business improvement advisor - Service design,designer,Public sector,0,101–500,Laggard,"Service design - we survey and interview people within the business and our customers, pull insights from data, create CXO, HMW and develop high level solutions to resolve pain points etc.",Yes,No,No,Yes,Broadening my UX design and research skill set to move into a UX design role,"Transition to UX,learning/mentors,methods practice/skills",402,603,604,313,306,307,,4,4,2,4,2,3,3,3,3,2,2,2,3,Management. I need more independence to try out my skills in order to improve.,"trust/buy-in,methods practice/skills,internal",I want to diver deeper into UX design and research as opposed to service design.,focus on research,Doing courses through Interaction Design Foundation. Applying for UX roles.,"new job/role,learning/mentors",
3,1.3,Senior Service Designer,designer,Public sector,10,"1,001+",Early,"Customer research on projects, qualitative and quantitative, mostly qual. Applying findings to design of outcomes for customers and other projects.",No,No,Yes,I'm not sure,,,301,402,603,610,408,504,,4,2,2,4,3,4,3,2,3,2,3,2,3,Engaging with the wider organisation to share the value of formal approach to customer research.,"evangelize research / value,internal","The opportunity to influence organisational strategy, beyond project-based work.",strategy,Improve my storytelling skills so I can communicate the value of what we do.,communication/storytelling,
0.5,1.5,Performance Specialist,other,Agency,2,21–50,Progressing,"Usability studies, chatbot planning, UX research to enhance client products (chatbot, website) and increase user understanding (to improve marketing).",No,No,Yes,Yes,Full-time UX role and company understanding of what I do.,"Evangelize research,employment relationship",302,310,304,503,501,301,,2,3,2,2,3,2,2,1,1,3,3,2,3,Getting understanding of the value of UX from internal and clients.,"trust/buy-in,stakeholder & expectation mgt,internal","Interviewing in user studies, UX design, accessibility, ethics.","interviewing,UX design,inclusive design/resp tech",Continued relevant work experience.,misc,Thank you!
3.5,3.5,Strategist,other,Agency,2,21–50,Mature,"Customer insight generation, CJM, user testing",No,Yes,No,I'm not sure,Formalizing our offering for clients to buy more research!,"rigour/standards,scaling/expanding the scope,research as a service",405,109,604,604,204,605,,3,4,4,4,4,2,4,3,4,4,4,2,2,Being very close to the research but needing to zoom out to find strategic direction (can't see the forest for the trees).,strategy,I want to explore how to 'sell' research internally and to clients (ROI) and use more quant to compliment.,"quantitative methods,evangelize research,quote","Begin to structure our research offering to sell in, internally and externally.","Evangelize value,rigour/standards,quote",How do I measure ROI for research?
3,3,Service Lead - UX Research,researcher,Agency,1,101–500,Early,"User researcher, usability testing, insights, CX",No,No,No,No,,,301,403,606,402,409,604,,2,3,1,2,3,4,4,3,3,4,4,4,3,Establishing support from within my organisation.,"trust/buy-in,internal",Strategy and ecosystem CX,strategy,Look into the research ops community,exchange/networking,
2,1,User Researcher,researcher,In-house private sector,5,"501–1,000",Progressing,"Currently IA and navigation, recently doing usability testing, discovery interviews",No,Yes,Yes,Yes,Intermediate researcher (path is fairly clear in my current role),"learning/mentors,researcher role development",502,302,601,501,207,109,,3,2,4,4,3,3,3,3,4,2,2,3,2,Learning how to manage stakeholders better and being more confident in my delivery.,"trust/buy-in,stakeholder & expectation mgt,internal",Research process management - designed research and being adaptable.,"Ops/scaling,project management/ownership",Reassess myself vs the internal framework at my work and set some goals against that.,"misc,quote,mindfulness/reflection",The career map worksheet was quite challenging as a beginner - I'm quite happy to improve on some of the same things for now.
5,2.8,Senior Service Designer,designer,Public sector,10,"1,001+",Early,Qualitative interviews,No,No,Yes,I'm not sure,,,102,507,502,507,503,601,,5,4,3,3,4,4,4,3,3,4,4,4,4,The org strategy,strategy,People leadership,lead/manager role,Become a mentor,"training/supporting,mentoring others",
5,1.5,Senior UX Researcher,researcher,In-house private sector,5,"501–1,000",Progressing,"Exploratory, problem space research with bits of tactical research from time to time.",No,No,No,I'm not sure,,,604,610,601,610,604,601,,2,2,3,4,3,4,3,3,5,4,4,3,3,Buy-in and belief that research matters.,"trust/buy-in,internal",Actually research ops! I like team work and better processes.,"Ops/scaling,rigour/standards",Visit team reops on Twitter and look at that github repo,"exchange/networking,misc",I thought this was a bangin great workshop.
20,9,UX Research Director,researcher,In-house private sector,19,"1,001+",Mature,Running a UX research team and competency. Education of non-UX staff into UXR methodologies. Supporting and overseeing all research work being undertaken by the team.,No,No,Yes,Yes,Moving into organisational leadership teams.,"lead/manager role,learning/mentors,researcher role development",604,602,603,503,507,508,,4,5,5,3,4,4,5,5,5,4,4,4,3,Convincing management on the return on investment of UX research,"trust/buy-in,internal",Moving into UX leadership (Chief Experience  Officer),lead/manager role,Change jobs,new job/role,CX/UX competency maturity - what does it all mean and how do we all fit together?
10,3,UX Designer,designer,Freelance,0,1,I'm not sure,"Small startup - multiple roles (founder, designer/dev, UX, research), mentoring, marketing, relationship management.",No,Self-employed,Self-employed,I'm not sure,Skills that will make me employable in consultant/short-term contract roles.,expanding professional horizon,506,502,103,405,403,404,,3,3,2,3,2,2,3,3,4,3,3,3,4,Having framework or methodology to work to.,"rigour/standards,methods practice/skills",See above.,"rigour/standards,methods practice/skills",Create a structured guide document of skills and resources.,rigour/standards,
3,5,Product Designer,designer,Agency,0,21–50,Progressing,"Product design, always making decisions based on facts.",No,No,No,I'm not sure,,,201,602,408,204,402,604,,4,4,4,3,3,4,4,3,3,4,3,3,3,"Communicate the value of research, and push it when the times are tight","communication/storytelling,evangelize research / value,time",At the moment I want to process this workshop,misc,"Sign up for the slack community, work on th craft skills that I detected I'm lacking","exchange/networking,learning/mentors,method practice/skills,quote",
6,4,Service Design Lead,designer,Agency,0,21–50,Progressing,"leading a multi disciplinary team of designers. Doing user research, making insights using them in-cocreation sessions and developing service strategy plus design prototypes for new services in design sprints.",No,Yes,,I'm not sure,,,301,603,503,610,408,311,,4,3,4,4,4,4,4,4,3,5,4,4,4,Going in depth in investigation phase and absolutely to do more usability testing,rigour/standards,,,,,
8,6,UX,designer,In-house private sector,0,"1,001+",Early,"I'm currently working at establishing a research methodology that can be used, understood and shared by any other non-technical profiles at my organization. Also a lot of CRO related tasks.",,No,No,No,,,310,610,407,204,610,407,,2,4,4,4,3,4,4,3,4,4,3,3,4,I'm a one-member-team and it's hard to work and evangelize and share,"research team of one,communication/storytelling,evangelize research / value",I'm exploring the way of giving research skills to other teams and the best way of sharing results,"training/supporting,communication/storytelling","Get a deep understanding of the skills that I can improve and think if I need/wish to do it, then looking for a workgroup or a mentor","learning/mentors,method practice/skills",we need to meet more
